Serial,Question,Option_ক,Option_খ,Option_গ,Option_ঘ,Answer_Label,Answer_Text,Explanation
১৭৬,"৭৬ .   𝑓𝑥=1-4^{-𝑥}   এর   বিপরীত   ফাংশন   নিচের   কোনটি ?   [ ম .  বো .  ২৩ ] [ টপিক :  ফাংশনের   ডোমেন ,  রেঞ্জ  ও  বিপরীত   ফাংশন   নির্ণয় ]",𝑙𝑜𝑔_{4}𝑥-1,𝑙𝑜𝑔_{4}1-𝑥,𝑙𝑜𝑔_{4}(1)/(1-𝑥),𝑙𝑜𝑔_{4}(1)/(𝑥-1),গ,𝑙𝑜𝑔_{4}(1)/(1-𝑥),
১৭৭,"৭৭ .   𝑓𝑥=1-3^{-𝑥}   এর   বিপরীত   ফাংশন   কোনটি ?   [ দি .  বো .  ১ ৭ ]   [ টপিক :  ফাংশনের   ডোমেন ,  রেঞ্জ  ও  বিপরীত   ফাংশন   নির্ণয় ]",𝑙𝑜𝑔_{3}𝑥-1,𝑙𝑜𝑔_{3}1-𝑥,𝑙𝑜𝑔_{3}(1)/(1-𝑥),𝑙𝑜𝑔_{3}(1)/(𝑥-1),গ,𝑙𝑜𝑔_{3}(1)/(1-𝑥),
১৭৮,"৭৮ .   𝑓𝑥=𝑙𝑛(1-𝑥)/(1+𝑥)   এর   বিপরীত   ফাংশন   কোনটি ?   [ ম .  বো .  ২০ ] [ টপিক :  ফাংশনের   ডোমেন ,  রেঞ্জ  ও  বিপরীত   ফাংশন   নির্ণয় ]",(1+𝑒^{𝑦})/(𝑒^{𝑦}),(𝑒^{𝑦})/(1-𝑒^{𝑦}),(1+𝑒^{𝑦})/(1-𝑒^{𝑦}),(1-𝑒^{𝑦})/(1+𝑒^{𝑦}),ঘ,(1-𝑒^{𝑦})/(1+𝑒^{𝑦}),
১৭৯,"৭৯ .   𝑓𝑥=4^{𝑥}   এর   বিপরীত   ফাংশন   কোনটি ?   [ ব .  বো .  ২২ ] [ টপিক :  ফাংশনের   ডোমেন ,  রেঞ্জ  ও  বিপরীত   ফাংশন   নির্ণয় ]",𝑙𝑜𝑔_{𝑥}4,𝑙𝑜𝑔_{4}𝑥,𝑙𝑜𝑔_{𝑦}4,𝑙𝑜𝑔_{4}𝑦,খ,𝑙𝑜𝑔_{4}𝑥,
১৮০,"৮০ .   𝑔𝑥=4^{𝑥}   এর   বিপরীত   ফাংশন   কোনটি ?   [ দি .  বো .  ২১ ] [ টপিক :  ফাংশনের   ডোমেন ,  রেঞ্জ  ও  বিপরীত   ফাংশন   নির্ণয় ]",𝑙𝑜𝑔_{𝑥}4,𝑙𝑜𝑔_{4}𝑥,4^{-𝑥},𝑥^{4},খ,𝑙𝑜𝑔_{4}𝑥,
১৮১,".   𝑆=𝑥, 𝑦 :𝑥^{2}+𝑦^{2}=25   হলে -   𝑆   এর   লেখচিত্রটি   এক   বৃত্ত -5≤𝑦≤0   শর্তে   𝑆   একটি   ফাংশন 0≤𝑦≤5   শর্তে   𝑆   একটি   ফাংশন নিচের   কোনটি   সঠিক ? [ য .  বো .  ২৪ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
১৮২,.   𝑓𝑥=𝑥^{2}    হলে -   i .  ডোম   𝑓=𝑅 ii.  রেঞ্জ   𝑓=𝑦∈𝑅 :𝑦≥0 iii.  𝑓   এক-একক   ফাংশন নিচের   কোনটি   সঠিক ?,i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ক,i ও ii,
১৮৩,".   𝑓𝑥=5^{-𝑥}   হলে -   i .  ডোম   𝑓=-∞,∞ ii.  রেঞ্জ   𝑓=0, ∞ iii.  𝑓^{-1}𝑥=-1.43𝑙𝑜𝑔𝑥 নিচের   কোনটি   সঠিক ? [ চ .  বো .  ২৪ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ক,i ও ii,
১৮৪,".   𝑦=3^{𝑥-1}   ফাংশনের   i .  ডোম   =-∞, ∞ ii.  রেঞ্জ   =0, ∞ iii.  বিপরীত   ফাংশন   𝑙𝑜𝑔_{3}𝑥+3 নিচের   কোনটি   সঠিক ? [ সি .  বো .  ২৪ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ক,i ও ii,
১৮৫,".   যদি   𝑚, 𝑛, 𝑥>0   এবং   𝑚≠1, 𝑛≠1   হয় ,  তবে -   i .  2𝑙𝑜𝑔_{sqrt(𝑚)}𝑚+3𝑙𝑜𝑔_{sqrt(𝑛)}𝑛=5 ii.  𝑙𝑜𝑔𝑚+𝑙𝑜𝑔𝑛-𝑙𝑜𝑔𝑥=𝑙𝑜𝑔(𝑚𝑛)/(𝑥) iii.  𝑚^{𝑥}=sqrt(𝑚^{2}) ,  যখন   𝑥=(2)/(3) নিচের   কোনটি   সঠিক ? [ ব .  বো .  ২৩ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",গ,ii ও iii,
১৮৬,".   𝑓𝑥=𝑙𝑛𝑥-2   ফাংশন -   i .  একটি   লগারিদমিক   ফাংশন ii.  𝑥>2   এর   জন্য   সংজ্ঞায়িত iii.  রেঞ্জ   𝑅_{𝑓}=0, ∞ নিচের   কোনটি   সঠিক ? [ ম .  বো .  ২৩ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ক,i ও ii,
১৮৭,.   𝑎^{4}=𝑏^{3}=𝑐^{2}=64   হলে -   i .  𝑎=±2sqrt(2) ii.  𝑏=±4 iii.   𝑐=±8   নিচের   কোনটি   সঠিক ? [ চ .  বো .  ২৩ ] [ টপিক :  All],i ও ii,i ও iii,ii ও iii,"i , ii ও iii",খ,i ও iii,
১৮৮,৮৮ .   -13sqrt(13)   এর   ঘনমূল   কত ?   [ চ .  বো . ২২ ] [ টপিক :  All],-13,sqrt(13),sqrt(13),-sqrt(13),,-sqrt(13 ),
১৮৯,৮৯ .   -7sqrt(7)   এর   ঘনমূল   কত ?   [ য .  বো .  ২১ ] [ টপিক :  All],-7,sqrt(7),7,-sqrt(7),ঘ,-sqrt(7),
১৯০,৯ ০ .   -3sqrt(3)   এর   ঘনমূল   কত ?   [ রা .  বো .  ১৭ ] [ টপিক :  All],-sqrt(3),sqrt(3),sqrt(3),3,ক,-sqrt(3),
১৯১,৯১ .   নিচের   কোনটি   সূচক   ফাংশন ?   [ ব .  বো .  ১৭ ] [ টপিক :  All],𝑓𝑥=2𝑥,𝑓𝑥=2^{𝑥},𝑓𝑥=(2)/(𝑥),𝑓𝑥=(𝑥)/(2),খ,𝑓𝑥=2^{𝑥},
১৯২,"৯২ .   𝑓𝑥=𝑥   হলে ,  𝑓-3   এর   মান   নিচের   কোনটি ?   [ য .  বো .  ১৬ ] [ টপিক :  All]",-3,0,3,±3,গ,3,
১৯৩,৯৩ .   যদি   𝑦=3^{𝑥}   এবং   𝑙𝑜𝑔_{sqrt(3)}𝑦=𝑧   হয়   তবে   (𝑧)/(𝑥)   এর   মান   কত ?   [ ব .  বো .  ২১ ] [ টপিক :  All],(1)/(3),(1)/(2),2,3,গ,2,
১৯৪,৯৪ .   𝑦=𝑥^{2}+4𝑥+1   ফাংশনের   লেখচিত্র   কীরূপ ?   [ ময় .  বো .  ২৪ ] [ টপিক :  All],বৃত্ত,পরাবৃত্ত,উপবৃত্ত,অধিবৃত্ত,খ,পরাবৃত্ত,
১৯৫,৯৫ .   Logarithm   এর   জন্য -     i .  𝑙𝑜𝑔_{2}7=(𝑙𝑜𝑔_{10}7)/(𝑙𝑜𝑔_{10}2) ii.  𝑙𝑜𝑔_{4}64=4 iii.  𝑙𝑜𝑔_{2}(128)/(32)=2 নিচের   কোনটি   সঠিক ? [ ময় .  বো .  ২২ ] [ টপিক :  All],i ও ii,i ও iii,ii ও iii,"i , ii ও iii",খ,i ও iii,
১৯৬,"৯৬ .   𝑓𝑥=2^{𝑥}   হলে   i .  এটি   0, 1   বিন্দুগামী ii.  এর   ডোমেন   -∞, ∞ iii.  এর   রেঞ্জ   0, ∞ নিচের   কোনটি   সঠিক ? [ ব .  বো .  ২১ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
১৯৭,৯৭ .   যদি   𝑥^{𝑦}=𝑦^{𝑥}   হয়   তবে -   i .  𝑥=sqrt(𝑦^{𝑥}) ii.  𝑦𝑙𝑜𝑔𝑥=𝑥𝑙𝑜𝑔𝑦 iii.  (𝑥)/(𝑦)^{(𝑥)/(𝑦)}=𝑥^{(𝑥)/(𝑦)-1} নিচের   কোনটি   সঠিক ? [ য .  বো .  ২২ ] [ টপিক :  All],i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
১৯৮,"৯৮ .   𝑙𝑜𝑔_{10}91+𝑥^{2}=2   হলে ,  𝑥   এর   মান -   i .  0 ii.  -3 iii.  3 নিচের   কোনটি   সঠিক ? [ চ .  বো .  ২২ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",গ,ii ও iii,
১৯৯,৯৯ .   𝑥^{2}+𝑦^{2}=7𝑥𝑦   হলে -   i .  𝑙𝑜𝑔𝑥^{2}+𝑦^{2}=𝑙𝑜𝑔𝑥+𝑙𝑜𝑔𝑦+𝑙𝑜𝑔7 ii.  𝑙𝑜𝑔(𝑥+𝑦)/(3)=𝑙𝑜𝑔sqrt(𝑥𝑦) iii.  2𝑙𝑜𝑔𝑥-𝑦=𝑙𝑜𝑔5𝑥𝑦 নিচের   কোনটি   সঠিক ? [ দাখিল ২০১৯ ] [ টপিক :  All],i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২০০,".   3^{2𝑥-4}=𝑝   সমীকরণে -   i .  𝑝=1   হলে ,   𝑥=2 ii.  𝑝=81   হলে ,   𝑥=4 iii.  𝑥=2   হলে ,   𝑝=3 নিচের   কোনটি   সঠিক ? [ দাখিল ২০১৯ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ক,i ও ii,
২০১,".  𝑓𝑥=𝑥+𝑥   হলে - i .  𝑓-200=0 ii.  𝑓𝑥   এর   ডোমেন   -∞, ∞ iii.  ডোমেন   -∞, ∞ নিচের   কোনটি   সঠিক ? [ দাখিল ২০১৯ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২০২,".   𝑓𝑥=4^{𝑥}   এর   ক্ষেত্রে -   i .  𝑓𝑥=1   এর   জন্য   𝑥=0 ii.  রেঞ্জ   -∞, ∞ iii.  ডোমেন   -∞, ∞ নিচের   কোনটি   সঠিক ? [ দাখিল ২০১৯ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,i ও iii,খ,i ও iii,
২০৩,".   𝐹𝑥=𝑙𝑛𝑥   হলে -   i .  𝐷_{𝐹}=0, ∞ ii.  𝑅_{𝐹}=-∞, ∞ iii.  ফাংশনটি   একটি   লগারিদমীয়   ফাংশন নিচের   কোনটি   সঠিক ? [ দাখিল ২০১৯ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২০৪,".   যদি   𝑚, 𝑛, 𝑝>0   এবং   𝑚≠1, 𝑛≠1   হয়   তবে -   i .  𝑙𝑜𝑔_{𝑚}𝑝=𝑙𝑜𝑔_{𝑛}𝑝×𝑙𝑜𝑔_{𝑚}𝑛 ii.  𝑙𝑜𝑔_{𝑚}sqrt(𝑚)×𝑙𝑜𝑔_{𝑛}sqrt(𝑛)×𝑙𝑜𝑔_{𝑝}sqrt(𝑝)=(1)/(8) iii.  𝑥^{𝑙𝑜𝑔_{𝑚}𝑦}=𝑦^{𝑙𝑜𝑔_{𝑚}𝑥} নিচের   কোনটি   সঠিক ? [ দাখিল ২০১৯ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২০৫,".   𝑓𝑥=(1)/(2)𝑥   একটি   সূচকীয়   ফাংশন -   i .  এটি   0, 1   বিন্দুগামী ii.  এর   ডোমেন   -∞, ∞ iii.  এর   রেঞ্জ   0, ∞ নিচের   কোনটি   সঠিক ? [ দাখিল ২০১৯ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",গ,ii ও iii,
২০৬,".   𝑓𝑥=7^{𝑥}   ফাংশনের -   i .  ডোমেন   -∞, ∞ ii.  রেঞ্জ   0, ∞ iii.  বিপরীত   ফাংশন   =𝑙𝑜𝑔_{7}𝑥 নিচের   কোনটি   সঠিক ? [ দাখিল ২০১৯ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২০৭,".   𝑓𝑥=𝑙𝑛𝑥-2   এর   ক্ষেত্রে -   i .  ডোমেন   𝑓=2, ∞ ii.  রেঞ্জ   𝑓=-∞, ∞ iii.  𝑓𝑥=2.2036×𝑙𝑜𝑔𝑥-2 নিচের   কোনটি   সঠিক ? [ সি .  বো .  ১৯ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২০৮,".   যদি   𝑚, 𝑛, 𝑝>0   এবং   𝑚≠1, 𝑛≠1   হয়   তবে -   i .  4𝑙𝑜𝑔_{sqrt(𝑚)}𝑚+𝑙𝑜𝑔_{sqrt(𝑛)}𝑛=10 ii.  𝑙𝑜𝑔𝑚+𝑙𝑜𝑔𝑛-𝑙𝑜𝑔𝑥=𝑙𝑜𝑔(𝑚𝑛)/(𝑥) iii.  𝑚^{𝑥}=sqrt(𝑚^{2}), 𝑥=   যখন   (2)/(5) নিচের   কোনটি   সঠিক ? [ সকল বোর্ড ২০১৮ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২০৯,".   যদি   𝑎, 𝑏, 𝑥>0   এবং   𝑎≠1, 𝑏≠1   হয়   তবে -   i .  𝑙𝑜𝑔_{sqrt(𝑎)}𝑎×𝑙𝑜𝑔_{sqrt(𝑏)}𝑏×𝑙𝑜𝑔_{sqrt(𝑐)}𝑐=8 ii.   𝑙𝑜𝑔(𝑎𝑏)/(𝑥)=𝑙𝑜𝑔𝑎+𝑙𝑜𝑔𝑏-𝑙𝑜𝑔𝑥 iii.  যদি   𝑙𝑜𝑔_{sqrt(8)}𝑥=3(1)/(3)   হয় ,  তবে   𝑥=32 নিচের   কোনটি   সঠিক ? [ য .  বো .  ১ ৭ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২১০,".   𝑦=3^{𝑥}   ফাংশনের -   i .  ডোমেন   =-∞, ∞ ii.  রেঞ্জ   =0, ∞ iii.  বিপরীত   ফাংশন   =𝑙𝑜𝑔_{𝑥}3 নিচের   কোনটি   সঠিক ?",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ক,i ও ii,
২১১,.   লগারিদমের   ক্ষেত্রে -   i .  𝑙𝑜𝑔𝑥𝑦=𝑙𝑜𝑔𝑥+𝑙𝑜𝑔𝑦 ii.  𝑙𝑜𝑔𝑥+𝑦=𝑙𝑜𝑔𝑥+𝑙𝑜𝑔𝑦 iii.  𝑙𝑜𝑔𝑥×𝑙𝑜𝑔𝑦=𝑙𝑜𝑔𝑥+𝑙𝑜𝑔𝑦 নিচের   কোনটি   সঠিক ? [ ব .  বো .  ১ ৭ ] [ টপিক :  All],i,i ও iii,ii ও iii,"i , ii ও iii",ক,i,
২১২,".   যদি   𝑎^{𝑥}=𝑏   হয় ,  যখন   𝑎>0, 𝑥∈𝑁   হয় ?   i .  𝑙𝑜𝑔_{𝑎}𝑏=𝑥 ii.  𝑙𝑜𝑔_{𝑎}𝑎^{𝑏}=𝑏 iii.  𝑙𝑜𝑔_{𝑎}𝑏=𝑙𝑜𝑔_{3}𝑏×𝑙𝑜𝑔_{𝑎}3 নিচের   কোনটি   সঠিক ? [ সি .  বো .  ১ ৭ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২১৩,".   যদি   𝑚, 𝑛, 𝑝>0   এবং   𝑚≠1, 𝑛≠1   হয়   তবে -   i .  𝑙𝑜𝑔_{𝑚}𝑝=𝑙𝑜𝑔_{𝑛}𝑝×𝑙𝑜𝑔_{𝑚}𝑛 ii.  𝑙𝑜𝑔_{𝑚}𝑝^{𝑟}=𝑟𝑙𝑜𝑔_{𝑚}𝑝 iii.  𝑙𝑜𝑔_{𝑚}(𝑃)/(𝑄)=𝑙𝑜𝑔_{𝑚}𝑃+𝑙𝑜𝑔_{𝑚}𝑄 নিচের   কোনটি   সঠিক ? [ রা .  বো .  ১ ৬ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ক,i ও ii,
২১৪,.   নিচের   কোনটি   সত্য ?   i .  লগারিদম   একটি   গ্রিক   শব্দ ii.  ‘Logos’   অর্থ   বর্ণনা   এবং   ‘ Arithmas ’   অর্থ   সংখ্যা iii.  𝑙𝑜𝑔_{𝑒}𝑥=𝑙𝑛𝑥 নিচের   কোনটি   সঠিক ? [ য .  বো .  ১ ৬ ] [ টপিক :  All],i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
১২৫,".   যদি   𝑎, 𝑏, 𝑥>0   এবং   𝑎≠1, 𝑏≠1   হয়   তবে -   i .  𝑙𝑜𝑔_{sqrt(𝑎)}𝑎+𝑙𝑜𝑔_{sqrt(𝑏)}𝑏=4 ii.  𝑙𝑜𝑔(𝑎𝑏)/(𝑥)=𝑙𝑜𝑔𝑎+𝑙𝑜𝑔𝑏-𝑙𝑜𝑔𝑥 iii.  𝑎^{𝑥}=sqrt(𝑎^{2})   যখন   𝑥=(2)/(3) নিচের   কোনটি   সঠিক ? [ সি .  বো .  ১ ৬ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২১৬,.   নিচের   কোনটি   সত্য ?   i .  𝑙𝑜𝑔_{𝑎}𝑝=𝑙𝑜𝑔_{𝑏}𝑝×𝑙𝑜𝑔_{𝑎}𝑏 ii.  𝑙𝑜𝑔_{𝑎}sqrt(𝑎)×𝑙𝑜𝑔_{sqrt(𝑏)}𝑏×𝑙𝑜𝑔_{sqrt(𝑐)}𝑐=(1)/(8) iii.  𝑙𝑜𝑔_{𝑎}𝑏=(1)/(𝑙𝑜𝑔_{𝑏}𝑎) নিচের   কোনটি   সঠিক ? [ সি .  বো .  ১ ৬ ] [ টপিক :  All],i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২১৭,".   সূচকের   ক্ষেত্রে -   i .  যদি   𝑎^{𝑥}=1   হয় ,  যেখানে   𝑎>0   এবং   𝑎≠1   তাহলে   𝑥=0 ii.   যদি   𝑎^{𝑥}=1   হয় ,  যেখানে   𝑎>0   এবং   𝑎≠1   তাহলে   𝑎=0    iii.  যদি   𝑎^{𝑥}=𝑎^{𝑦}   হয় ,  যেখানে   𝑎>0   এবং   𝑎≠1   তাহলে   𝑥=𝑦 নিচের   কোনটি   সঠিক ? [ য .  বো .  ১ ৫ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",খ,i ও iii,
২১৮,".   যদি   𝑎^{𝑥}=𝑏   হয় ,  যখন   𝑎>0, 𝑥∈𝑁   হয় ?   i .  𝑙𝑜𝑔_{𝑎}𝑏=𝑥 ii.  𝑙𝑜𝑔_{𝑎}𝑎^{𝑏}=𝑏 iii.  𝑙𝑜𝑔_{𝑎}𝑏=𝑙𝑜𝑔_{5}𝑏×𝑙𝑜𝑔_{𝑎}5 নিচের   কোনটি   সঠিক ? [ ব .  বো .  ১ ৫ ] [ টপিক :  All]",i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ঘ,"i , ii ও iii",
২১৯,.   কোনটি   সঠিক ?   i .  𝑎≠0   হলে   𝑎^{0}=1   হবে ii.  𝑙𝑜𝑔_{𝑎}sqrt(𝑎)×𝑙𝑜𝑔_{sqrt(𝑏)}𝑏×𝑙𝑜𝑔_{sqrt(𝑐)}𝑐=(1)/(8)   হবে iii.  2^{2𝑥+1}=243   হলে   𝑥=2   হবে নিচের   কোনটি   সঠিক ? [ সি .  বো .  ১ ৬ ] [ টপিক :  All],i ও ii,i ও iii,ii ও iii,"i , ii ও iii",ক,i ও ii,
